"Notes"	"State"	"State Code"	"Year"	"Year Code"	Avg Daily Precipitation (mm)
	"Kentucky"	"21"	"2006"	"2006"	3.57
	"Kentucky"	"21"	"2007"	"2007"	2.89
	"Kentucky"	"21"	"2008"	"2008"	3.25
	"Kentucky"	"21"	"2009"	"2009"	3.86
	"Kentucky"	"21"	"2010"	"2010"	3.09
	"Kentucky"	"21"	"2011"	"2011"	4.45
"Total"	"Kentucky"	"21"			3.34
	"Louisiana"	"22"	"1979"	"1979"	4.72
	"Louisiana"	"22"	"1980"	"1980"	3.84
	"Louisiana"	"22"	"1981"	"1981"	3.14
	"Louisiana"	"22"	"1982"	"1982"	4.43
	"Louisiana"	"22"	"1983"	"1983"	4.51
	"Louisiana"	"22"	"1984"	"1984"	3.97
	"Louisiana"	"22"	"1985"	"1985"	4.13
	"Louisiana"	"22"	"1986"	"1986"	3.66
	"Louisiana"	"22"	"1987"	"1987"	4.04
	"Louisiana"	"22"	"1988"	"1988"	3.95
	"Louisiana"	"22"	"1989"	"1989"	4.29
	"Louisiana"	"22"	"1990"	"1990"	4.03
	"Louisiana"	"22"	"1991"	"1991"	5.37
	"Louisiana"	"22"	"1992"	"1992"	4.57
	"Louisiana"	"22"	"1993"	"1993"	4.10
	"Louisiana"	"22"	"1994"	"1994"	4.20
	"Louisiana"	"22"	"1995"	"1995"	4.30
	"Louisiana"	"22"	"1996"	"1996"	3.73
	"Louisiana"	"22"	"1997"	"1997"	4.35
	"Louisiana"	"22"	"1998"	"1998"	4.12
	"Louisiana"	"22"	"1999"	"1999"	3.17
	"Louisiana"	"22"	"2000"	"2000"	3.18
	"Louisiana"	"22"	"2001"	"2001"	4.48
	"Louisiana"	"22"	"2002"	"2002"	4.51
	"Louisiana"	"22"	"2003"	"2003"	3.67
	"Louisiana"	"22"	"2004"	"2004"	5.06
	"Louisiana"	"22"	"2005"	"2005"	3.19
	"Louisiana"	"22"	"2006"	"2006"	3.99
	"Louisiana"	"22"	"2007"	"2007"	3.71
	"Louisiana"	"22"	"2008"	"2008"	4.05
	"Louisiana"	"22"	"2009"	"2009"	4.51
	"Louisiana"	"22"	"2010"	"2010"	2.87
	"Louisiana"	"22"	"2011"	"2011"	2.85
"Total"	"Louisiana"	"22"			4.02
	"Maine"	"23"	"1979"	"1979"	3.54
	"Maine"	"23"	"1980"	"1980"	2.57
	"Maine"	"23"	"1981"	"1981"	3.36
	"Maine"	"23"	"1982"	"1982"	2.59
	"Maine"	"23"	"1983"	"1983"	3.93
	"Maine"	"23"	"1984"	"1984"	3.01
	"Maine"	"23"	"1985"	"1985"	2.44
	"Maine"	"23"	"1986"	"1986"	2.98
	"Maine"	"23"	"1987"	"1987"	2.66
	"Maine"	"23"	"1988"	"1988"	2.67
	"Maine"	"23"	"1989"	"1989"	2.93
	"Maine"	"23"	"1990"	"1990"	3.56
	"Maine"	"23"	"1991"	"1991"	3.05
	"Maine"	"23"	"1992"	"1992"	2.61
	"Maine"	"23"	"1993"	"1993"	3.02
	"Maine"	"23"	"1994"	"1994"	2.90
	"Maine"	"23"	"1995"	"1995"	2.99
	"Maine"	"23"	"1996"	"1996"	3.59
	"Maine"	"23"	"1997"	"1997"	2.75
	"Maine"	"23"	"1998"	"1998"	3.20
	"Maine"	"23"	"1999"	"1999"	3.14
	"Maine"	"23"	"2000"	"2000"	2.94
	"Maine"	"23"	"2001"	"2001"	1.93
	"Maine"	"23"	"2002"	"2002"	2.80
	"Maine"	"23"	"2003"	"2003"	3.22
	"Maine"	"23"	"2004"	"2004"	2.72
	"Maine"	"23"	"2005"	"2005"	4.45
	"Maine"	"23"	"2006"	"2006"	3.61
	"Maine"	"23"	"2007"	"2007"	3.25
	"Maine"	"23"	"2008"	"2008"	4.10
	"Maine"	"23"	"2009"	"2009"	3.47
	"Maine"	"23"	"2010"	"2010"	3.40
	"Maine"	"23"	"2011"	"2011"	3.50
"Total"	"Maine"	"23"			3.12
	"Maryland"	"24"	"1979"	"1979"	3.92
	"Maryland"	"24"	"1980"	"1980"	2.59
	"Maryland"	"24"	"1981"	"1981"	2.58
	"Maryland"	"24"	"1982"	"1982"	2.75
	"Maryland"	"24"	"1983"	"1983"	3.57
	"Maryland"	"24"	"1984"	"1984"	3.11
	"Maryland"	"24"	"1985"	"1985"	2.79
	"Maryland"	"24"	"1986"	"1986"	2.58
	"Maryland"	"24"	"1987"	"1987"	2.67
	"Maryland"	"24"	"1988"	"1988"	2.63
	"Maryland"	"24"	"1989"	"1989"	3.57
	"Maryland"	"24"	"1990"	"1990"	3.21
	"Maryland"	"24"	"1991"	"1991"	2.45
	"Maryland"	"24"	"1992"	"1992"	2.95
	"Maryland"	"24"	"1993"	"1993"	3.23
	"Maryland"	"24"	"1994"	"1994"	3.23
	"Maryland"	"24"	"1995"	"1995"	2.73
	"Maryland"	"24"	"1996"	"1996"	4.20
	"Maryland"	"24"	"1997"	"1997"	2.70
	"Maryland"	"24"	"1998"	"1998"	2.89
	"Maryland"	"24"	"1999"	"1999"	2.98
	"Maryland"	"24"	"2000"	"2000"	2.90
	"Maryland"	"24"	"2001"	"2001"	2.43
	"Maryland"	"24"	"2002"	"2002"	2.97
	"Maryland"	"24"	"2003"	"2003"	4.36
	"Maryland"	"24"	"2004"	"2004"	3.33
	"Maryland"	"24"	"2005"	"2005"	3.18
	"Maryland"	"24"	"2006"	"2006"	3.18
	"Maryland"	"24"	"2007"	"2007"	2.48
	"Maryland"	"24"	"2008"	"2008"	3.24
	"Maryland"	"24"	"2009"	"2009"	3.59
	"Maryland"	"24"	"2010"	"2010"	2.90
	"Maryland"	"24"	"2011"	"2011"	3.63
"Total"	"Maryland"	"24"			3.08
	"Massachusetts"	"25"	"1979"	"1979"	3.90
	"Massachusetts"	"25"	"1980"	"1980"	2.52
	"Massachusetts"	"25"	"1981"	"1981"	3.03
	"Massachusetts"	"25"	"1982"	"1982"	3.19
	"Massachusetts"	"25"	"1983"	"1983"	4.19
	"Massachusetts"	"25"	"1984"	"1984"	3.47
	"Massachusetts"	"25"	"1985"	"1985"	2.80
	"Massachusetts"	"25"	"1986"	"1986"	3.39
	"Massachusetts"	"25"	"1987"	"1987"	3.18
	"Massachusetts"	"25"	"1988"	"1988"	2.97
	"Massachusetts"	"25"	"1989"	"1989"	3.60
	"Massachusetts"	"25"	"1990"	"1990"	3.61
	"Massachusetts"	"25"	"1991"	"1991"	3.36
	"Massachusetts"	"25"	"1992"	"1992"	3.18
	"Massachusetts"	"25"	"1993"	"1993"	3.13
	"Massachusetts"	"25"	"1994"	"1994"	3.38
	"Massachusetts"	"25"	"1995"	"1995"	2.92
	"Massachusetts"	"25"	"1996"	"1996"	4.16
	"Massachusetts"	"25"	"1997"	"1997"	2.85
	"Massachusetts"	"25"	"1998"	"1998"	3.34
	"Massachusetts"	"25"	"1999"	"1999"	2.93
	"Massachusetts"	"25"	"2000"	"2000"	3.23
	"Massachusetts"	"25"	"2001"	"2001"	2.43
	"Massachusetts"	"25"	"2002"	"2002"	3.08
	"Massachusetts"	"25"	"2003"	"2003"	3.61
	"Massachusetts"	"25"	"2004"	"2004"	3.26
	"Massachusetts"	"25"	"2005"	"2005"	3.94
	"Massachusetts"	"25"	"2006"	"2006"	3.68
	"Massachusetts"	"25"	"2007"	"2007"	3.06
	"Massachusetts"	"25"	"2008"	"2008"	4.30
	"Massachusetts"	"25"	"2009"	"2009"	3.64
	"Massachusetts"	"25"	"2010"	"2010"	3.44
	"Massachusetts"	"25"	"2011"	"2011"	4.18
"Total"	"Massachusetts"	"25"			3.36
	"Michigan"	"26"	"1979"	"1979"	2.23
	"Michigan"	"26"	"1980"	"1980"	2.20
	"Michigan"	"26"	"1981"	"1981"	2.24
	"Michigan"	"26"	"1982"	"1982"	2.39
	"Michigan"	"26"	"1983"	"1983"	2.43
	"Michigan"	"26"	"1984"	"1984"	2.22
	"Michigan"	"26"	"1985"	"1985"	2.72
	"Michigan"	"26"	"1986"	"1986"	2.37
	"Michigan"	"26"	"1987"	"1987"	2.12
	"Michigan"	"26"	"1988"	"1988"	2.24
	"Michigan"	"26"	"1989"	"1989"	1.90
	"Michigan"	"26"	"1990"	"1990"	2.51
	"Michigan"	"26"	"1991"	"1991"	2.48
	"Michigan"	"26"	"1992"	"1992"	2.33
	"Michigan"	"26"	"1993"	"1993"	2.29
	"Michigan"	"26"	"1994"	"1994"	2.27
	"Michigan"	"26"	"1995"	"1995"	2.25
	"Michigan"	"26"	"1996"	"1996"	2.40
	"Michigan"	"26"	"1997"	"1997"	2.13
	"Michigan"	"26"	"1998"	"1998"	2.12
	"Michigan"	"26"	"1999"	"1999"	2.39
	"Michigan"	"26"	"2000"	"2000"	2.33
	"Michigan"	"26"	"2001"	"2001"	2.46
	"Michigan"	"26"	"2002"	"2002"	2.26
	"Michigan"	"26"	"2003"	"2003"	2.25
	"Michigan"	"26"	"2004"	"2004"	2.47
	"Michigan"	"26"	"2005"	"2005"	2.18
	"Michigan"	"26"	"2006"	"2006"	2.62
	"Michigan"	"26"	"2007"	"2007"	2.09
	"Michigan"	"26"	"2008"	"2008"	2.50
	"Michigan"	"26"	"2009"	"2009"	2.42
	"Michigan"	"26"	"2010"	"2010"	2.20
	"Michigan"	"26"	"2011"	"2011"	2.60
"Total"	"Michigan"	"26"			2.32
	"Minnesota"	"27"	"1979"	"1979"	1.94
	"Minnesota"	"27"	"1980"	"1980"	1.51
	"Minnesota"	"27"	"1981"	"1981"	1.91
	"Minnesota"	"27"	"1982"	"1982"	2.05
	"Minnesota"	"27"	"1983"	"1983"	2.01
	"Minnesota"	"27"	"1984"	"1984"	1.90
	"Minnesota"	"27"	"1985"	"1985"	2.11
	"Minnesota"	"27"	"1986"	"1986"	2.14
	"Minnesota"	"27"	"1987"	"1987"	1.50
	"Minnesota"	"27"	"1988"	"1988"	1.53
	"Minnesota"	"27"	"1989"	"1989"	1.54
	"Minnesota"	"27"	"1990"	"1990"	1.79
	"Minnesota"	"27"	"1991"	"1991"	2.24
	"Minnesota"	"27"	"1992"	"1992"	1.77
	"Minnesota"	"27"	"1993"	"1993"	2.21
	"Minnesota"	"27"	"1994"	"1994"	2.00
	"Minnesota"	"27"	"1995"	"1995"	2.10
	"Minnesota"	"27"	"1996"	"1996"	1.95
	"Minnesota"	"27"	"1997"	"1997"	1.76
	"Minnesota"	"27"	"1998"	"1998"	2.03
	"Minnesota"	"27"	"1999"	"1999"	2.12
	"Minnesota"	"27"	"2000"	"2000"	1.75
	"Minnesota"	"27"	"2001"	"2001"	1.99
	"Minnesota"	"27"	"2002"	"2002"	2.02
	"Minnesota"	"27"	"2003"	"2003"	1.44
	"Minnesota"	"27"	"2004"	"2004"	2.00
	"Minnesota"	"27"	"2005"	"2005"	2.17
	"Minnesota"	"27"	"2006"	"2006"	1.56
	"Minnesota"	"27"	"2007"	"2007"	1.83
	"Minnesota"	"27"	"2008"	"2008"	1.67
	"Minnesota"	"27"	"2009"	"2009"	1.78
	"Minnesota"	"27"	"2010"	"2010"	2.25
	"Minnesota"	"27"	"2011"	"2011"	1.63
"Total"	"Minnesota"	"27"			1.89
	"Mississippi"	"28"	"1979"	"1979"	5.07
	"Mississippi"	"28"	"1980"	"1980"	4.20
	"Mississippi"	"28"	"1981"	"1981"	2.97
	"Mississippi"	"28"	"1982"	"1982"	4.47
	"Mississippi"	"28"	"1983"	"1983"	4.99
	"Mississippi"	"28"	"1984"	"1984"	3.74
	"Mississippi"	"28"	"1985"	"1985"	3.65
	"Mississippi"	"28"	"1986"	"1986"	3.37
	"Mississippi"	"28"	"1987"	"1987"	3.61
	"Mississippi"	"28"	"1988"	"1988"	3.63
	"Mississippi"	"28"	"1989"	"1989"	4.49
	"Mississippi"	"28"	"1990"	"1990"	4.13
	"Mississippi"	"28"	"1991"	"1991"	5.06
	"Mississippi"	"28"	"1992"	"1992"	3.80
	"Mississippi"	"28"	"1993"	"1993"	3.75
	"Mississippi"	"28"	"1994"	"1994"	4.15
	"Mississippi"	"28"	"1995"	"1995"	3.97
	"Mississippi"	"28"	"1996"	"1996"	3.75
	"Mississippi"	"28"	"1997"	"1997"	4.42
	"Mississippi"	"28"	"1998"	"1998"	3.83
	"Mississippi"	"28"	"1999"	"1999"	3.15
	"Mississippi"	"28"	"2000"	"2000"	2.99
	"Mississippi"	"28"	"2001"	"2001"	4.35
	"Mississippi"	"28"	"2002"	"2002"	4.52
	"Mississippi"	"28"	"2003"	"2003"	4.00
	"Mississippi"	"28"	"2004"	"2004"	4.52
	"Mississippi"	"28"	"2005"	"2005"	3.48
	"Mississippi"	"28"	"2006"	"2006"	3.66
	"Mississippi"	"28"	"2007"	"2007"	2.87
	"Mississippi"	"28"	"2008"	"2008"	4.20
	"Mississippi"	"28"	"2009"	"2009"	4.80
	"Mississippi"	"28"	"2010"	"2010"	3.15
	"Mississippi"	"28"	"2011"	"2011"	3.64
"Total"	"Mississippi"	"28"			3.95
	"Missouri"	"29"	"1979"	"1979"	2.72
	"Missouri"	"29"	"1980"	"1980"	1.98
	"Missouri"	"29"	"1981"	"1981"	3.06
	"Missouri"	"29"	"1982"	"1982"	3.47
	"Missouri"	"29"	"1983"	"1983"	2.83
	"Missouri"	"29"	"1984"	"1984"	3.19
	"Missouri"	"29"	"1985"	"1985"	3.49
	"Missouri"	"29"	"1986"	"1986"	2.87
	"Missouri"	"29"	"1987"	"1987"	2.77
	"Missouri"	"29"	"1988"	"1988"	2.33
	"Missouri"	"29"	"1989"	"1989"	2.27
	"Missouri"	"29"	"1990"	"1990"	3.50
	"Missouri"	"29"	"1991"	"1991"	2.69
	"Missouri"	"29"	"1992"	"1992"	2.93
	"Missouri"	"29"	"1993"	"1993"	3.90
	"Missouri"	"29"	"1994"	"1994"	2.96
	"Missouri"	"29"	"1995"	"1995"	2.97
	"Missouri"	"29"	"1996"	"1996"	3.04
	"Missouri"	"29"	"1997"	"1997"	2.77
	"Missouri"	"29"	"1998"	"1998"	3.45
	"Missouri"	"29"	"1999"	"1999"	2.70
	"Missouri"	"29"	"2000"	"2000"	2.43
	"Missouri"	"29"	"2001"	"2001"	3.04
	"Missouri"	"29"	"2002"	"2002"	2.95
	"Missouri"	"29"	"2003"	"2003"	2.93
	"Missouri"	"29"	"2004"	"2004"	3.18
	"Missouri"	"29"	"2005"	"2005"	2.69
	"Missouri"	"29"	"2006"	"2006"	2.78
	"Missouri"	"29"	"2007"	"2007"	2.92
	"Missouri"	"29"	"2008"	"2008"	4.10
	"Missouri"	"29"	"2009"	"2009"	3.70
	"Missouri"	"29"	"2010"	"2010"	3.22
	"Missouri"	"29"	"2011"	"2011"	3.26
"Total"	"Missouri"	"29"			3.00
	"Montana"	"30"	"1979"	"1979"	0.94
	"Montana"	"30"	"1980"	"1980"	1.36
	"Montana"	"30"	"1981"	"1981"	1.29
	"Montana"	"30"	"1982"	"1982"	1.52
	"Montana"	"30"	"1983"	"1983"	1.17
	"Montana"	"30"	"1984"	"1984"	1.10
	"Montana"	"30"	"1985"	"1985"	1.17
	"Montana"	"30"	"1986"	"1986"	1.44
	"Montana"	"30"	"1987"	"1987"	1.10
	"Montana"	"30"	"1988"	"1988"	0.97
	"Montana"	"30"	"1989"	"1989"	1.44
	"Montana"	"30"	"1990"	"1990"	1.12
	"Montana"	"30"	"1991"	"1991"	1.35
	"Montana"	"30"	"1992"	"1992"	1.20
	"Montana"	"30"	"1993"	"1993"	1.57
	"Montana"	"30"	"1994"	"1994"	1.08
	"Montana"	"30"	"1995"	"1995"	1.52
	"Montana"	"30"	"1996"	"1996"	1.47
	"Montana"	"30"	"1997"	"1997"	1.34
	"Montana"	"30"	"1998"	"1998"	1.43
	"Montana"	"30"	"1999"	"1999"	1.21
	"Montana"	"30"	"2000"	"2000"	1.21
	"Montana"	"30"	"2001"	"2001"	1.08
	"Montana"	"30"	"2002"	"2002"	1.27
	"Montana"	"30"	"2003"	"2003"	1.26
	"Montana"	"30"	"2004"	"2004"	1.19
	"Montana"	"30"	"2005"	"2005"	1.42
	"Montana"	"30"	"2006"	"2006"	1.33
	"Montana"	"30"	"2007"	"2007"	1.30
	"Montana"	"30"	"2008"	"2008"	1.33
	"Montana"	"30"	"2009"	"2009"	1.21
	"Montana"	"30"	"2010"	"2010"	1.48
	"Montana"	"30"	"2011"	"2011"	1.62
"Total"	"Montana"	"30"			1.29
	"Nebraska"	"31"	"1979"	"1979"	1.74
	"Nebraska"	"31"	"1980"	"1980"	1.18
	"Nebraska"	"31"	"1981"	"1981"	1.66
	"Nebraska"	"31"	"1982"	"1982"	1.90
	"Nebraska"	"31"	"1983"	"1983"	1.73
	"Nebraska"	"31"	"1984"	"1984"	1.77
	"Nebraska"	"31"	"1985"	"1985"	1.54
	"Nebraska"	"31"	"1986"	"1986"	1.83
	"Nebraska"	"31"	"1987"	"1987"	1.75
	"Nebraska"	"31"	"1988"	"1988"	1.38
	"Nebraska"	"31"	"1989"	"1989"	1.15
	"Nebraska"	"31"	"1990"	"1990"	1.47
	"Nebraska"	"31"	"1991"	"1991"	1.54
	"Nebraska"	"31"	"1992"	"1992"	1.77
	"Nebraska"	"31"	"1993"	"1993"	2.22
	"Nebraska"	"31"	"1994"	"1994"	1.55
	"Nebraska"	"31"	"1995"	"1995"	1.79
	"Nebraska"	"31"	"1996"	"1996"	1.82
	"Nebraska"	"31"	"1997"	"1997"	1.57
	"Nebraska"	"31"	"1998"	"1998"	1.84
	"Nebraska"	"31"	"1999"	"1999"	1.77
	"Nebraska"	"31"	"2000"	"2000"	1.51
	"Nebraska"	"31"	"2001"	"2001"	1.75
	"Nebraska"	"31"	"2002"	"2002"	1.16
	"Nebraska"	"31"	"2003"	"2003"	1.46
	"Nebraska"	"31"	"2004"	"2004"	1.62
	"Nebraska"	"31"	"2005"	"2005"	1.74
	"Nebraska"	"31"	"2006"	"2006"	1.58
	"Nebraska"	"31"	"2007"	"2007"	2.11
	"Nebraska"	"31"	"2008"	"2008"	1.97
	"Nebraska"	"31"	"2009"	"2009"	1.82
	"Nebraska"	"31"	"2010"	"2010"	1.93
	"Nebraska"	"31"	"2011"	"2011"	1.80
"Total"	"Nebraska"	"31"			1.68
	"Nevada"	"32"	"1979"	"1979"	0.67
	"Nevada"	"32"	"1980"	"1980"	0.89
	"Nevada"	"32"	"1981"	"1981"	0.73
	"Nevada"	"32"	"1982"	"1982"	0.93
	"Nevada"	"32"	"1983"	"1983"	1.23
	"Nevada"	"32"	"1984"	"1984"	0.82
	"Nevada"	"32"	"1985"	"1985"	0.62
	"Nevada"	"32"	"1986"	"1986"	0.62
	"Nevada"	"32"	"1987"	"1987"	0.83
	"Nevada"	"32"	"1988"	"1988"	0.65
	"Nevada"	"32"	"1989"	"1989"	0.51
	"Nevada"	"32"	"1990"	"1990"	0.61
	"Nevada"	"32"	"1991"	"1991"	0.67
	"Nevada"	"32"	"1992"	"1992"	0.66
	"Nevada"	"32"	"1993"	"1993"	0.75
	"Nevada"	"32"	"1994"	"1994"	0.66
	"Nevada"	"32"	"1995"	"1995"	0.96
	"Nevada"	"32"	"1996"	"1996"	0.83
	"Nevada"	"32"	"1997"	"1997"	0.70
	"Nevada"	"32"	"1998"	"1998"	1.08
	"Nevada"	"32"	"1999"	"1999"	0.40
	"Nevada"	"32"	"2000"	"2000"	0.61
	"Nevada"	"32"	"2001"	"2001"	0.57
	"Nevada"	"32"	"2002"	"2002"	0.42
	"Nevada"	"32"	"2003"	"2003"	0.62
	"Nevada"	"32"	"2004"	"2004"	0.73
	"Nevada"	"32"	"2005"	"2005"	0.97
	"Nevada"	"32"	"2006"	"2006"	0.64
	"Nevada"	"32"	"2007"	"2007"	0.54
	"Nevada"	"32"	"2008"	"2008"	0.50
	"Nevada"	"32"	"2009"	"2009"	0.61
	"Nevada"	"32"	"2010"	"2010"	0.78
	"Nevada"	"32"	"2011"	"2011"	0.54
"Total"	"Nevada"	"32"			0.71
	"New Hampshire"	"33"	"1979"	"1979"	3.33
	"New Hampshire"	"33"	"1980"	"1980"	2.51
	"New Hampshire"	"33"	"1981"	"1981"	3.48
	"New Hampshire"	"33"	"1982"	"1982"	2.75
	"New Hampshire"	"33"	"1983"	"1983"	3.88
	"New Hampshire"	"33"	"1984"	"1984"	3.26
	"New Hampshire"	"33"	"1985"	"1985"	2.65
	"New Hampshire"	"33"	"1986"	"1986"	3.25
	"New Hampshire"	"33"	"1987"	"1987"	2.96
	"New Hampshire"	"33"	"1988"	"1988"	2.83
	"New Hampshire"	"33"	"1989"	"1989"	3.20
	"New Hampshire"	"33"	"1990"	"1990"	3.70
	"New Hampshire"	"33"	"1991"	"1991"	3.18
	"New Hampshire"	"33"	"1992"	"1992"	2.76
	"New Hampshire"	"33"	"1993"	"1993"	2.95
	"New Hampshire"	"33"	"1994"	"1994"	3.04
	"New Hampshire"	"33"	"1995"	"1995"	3.05
	"New Hampshire"	"33"	"1996"	"1996"	4.03
	"New Hampshire"	"33"	"1997"	"1997"	2.89
	"New Hampshire"	"33"	"1998"	"1998"	3.16
	"New Hampshire"	"33"	"1999"	"1999"	3.09
	"New Hampshire"	"33"	"2000"	"2000"	3.16
	"New Hampshire"	"33"	"2001"	"2001"	2.19
	"New Hampshire"	"33"	"2002"	"2002"	3.06
	"New Hampshire"	"33"	"2003"	"2003"	3.45
	"New Hampshire"	"33"	"2004"	"2004"	3.02
	"New Hampshire"	"33"	"2005"	"2005"	4.34
	"New Hampshire"	"33"	"2006"	"2006"	3.99
	"New Hampshire"	"33"	"2007"	"2007"	3.09
	"New Hampshire"	"33"	"2008"	"2008"	4.16
	"New Hampshire"	"33"	"2009"	"2009"	3.43
	"New Hampshire"	"33"	"2010"	"2010"	3.41
	"New Hampshire"	"33"	"2011"	"2011"	3.84
"Total"	"New Hampshire"	"33"			3.25
	"New Jersey"	"34"	"1979"	"1979"	3.98
	"New Jersey"	"34"	"1980"	"1980"	2.69
	"New Jersey"	"34"	"1981"	"1981"	2.75
	"New Jersey"	"34"	"1982"	"1982"	2.82
	"New Jersey"	"34"	"1983"	"1983"	4.12
	"New Jersey"	"34"	"1984"	"1984"	3.44
	"New Jersey"	"34"	"1985"	"1985"	2.76
	"New Jersey"	"34"	"1986"	"1986"	3.21
	"New Jersey"	"34"	"1987"	"1987"	3.14
	"New Jersey"	"34"	"1988"	"1988"	2.81
	"New Jersey"	"34"	"1989"	"1989"	3.81
	"New Jersey"	"34"	"1990"	"1990"	3.39
	"New Jersey"	"34"	"1991"	"1991"	2.94
	"New Jersey"	"34"	"1992"	"1992"	2.90
	"New Jersey"	"34"	"1993"	"1993"	3.16
	"New Jersey"	"34"	"1994"	"1994"	3.30
	"New Jersey"	"34"	"1995"	"1995"	2.82
	"New Jersey"	"34"	"1996"	"1996"	4.13
	"New Jersey"	"34"	"1997"	"1997"	2.85
	"New Jersey"	"34"	"1998"	"1998"	2.93
	"New Jersey"	"34"	"1999"	"1999"	3.39
	"New Jersey"	"34"	"2000"	"2000"	3.14
	"New Jersey"	"34"	"2001"	"2001"	2.48
	"New Jersey"	"34"	"2002"	"2002"	3.24
	"New Jersey"	"34"	"2003"	"2003"	4.11
	"New Jersey"	"34"	"2004"	"2004"	3.37
	"New Jersey"	"34"	"2005"	"2005"	3.49
	"New Jersey"	"34"	"2006"	"2006"	3.55
	"New Jersey"	"34"	"2007"	"2007"	3.25
	"New Jersey"	"34"	"2008"	"2008"	3.44
	"New Jersey"	"34"	"2009"	"2009"	3.67
	"New Jersey"	"34"	"2010"	"2010"	3.14
	"New Jersey"	"34"	"2011"	"2011"	4.44
"Total"	"New Jersey"	"34"			3.29
	"New Mexico"	"35"	"1979"	"1979"	0.99
	"New Mexico"	"35"	"1980"	"1980"	0.84
	"New Mexico"	"35"	"1981"	"1981"	1.06
	"New Mexico"	"35"	"1982"	"1982"	1.05
	"New Mexico"	"35"	"1983"	"1983"	0.98
	"New Mexico"	"35"	"1984"	"1984"	1.22
	"New Mexico"	"35"	"1985"	"1985"	1.21
	"New Mexico"	"35"	"1986"	"1986"	1.45
	"New Mexico"	"35"	"1987"	"1987"	1.06
	"New Mexico"	"35"	"1988"	"1988"	1.12
	"New Mexico"	"35"	"1989"	"1989"	0.76
	"New Mexico"	"35"	"1990"	"1990"	1.11
	"New Mexico"	"35"	"1991"	"1991"	1.32
	"New Mexico"	"35"	"1992"	"1992"	1.10
	"New Mexico"	"35"	"1993"	"1993"	0.99
	"New Mexico"	"35"	"1994"	"1994"	1.00
	"New Mexico"	"35"	"1995"	"1995"	0.83
	"New Mexico"	"35"	"1996"	"1996"	0.97
	"New Mexico"	"35"	"1997"	"1997"	1.26
	"New Mexico"	"35"	"1998"	"1998"	0.94
	"New Mexico"	"35"	"1999"	"1999"	0.91
	"New Mexico"	"35"	"2000"	"2000"	0.84
	"New Mexico"	"35"	"2001"	"2001"	0.74
	"New Mexico"	"35"	"2002"	"2002"	0.92
	"New Mexico"	"35"	"2003"	"2003"	0.72
	"New Mexico"	"35"	"2004"	"2004"	1.25
	"New Mexico"	"35"	"2005"	"2005"	1.02
	"New Mexico"	"35"	"2006"	"2006"	1.11
	"New Mexico"	"35"	"2007"	"2007"	1.00
	"New Mexico"	"35"	"2008"	"2008"	0.96
	"New Mexico"	"35"	"2009"	"2009"	0.86
	"New Mexico"	"35"	"2010"	"2010"	1.01
	"New Mexico"	"35"	"2011"	"2011"	0.67
"Total"	"New Mexico"	"35"			1.01
	"New York"	"36"	"1979"	"1979"	3.03
	"New York"	"36"	"1980"	"1980"	2.53
	"New York"	"36"	"1981"	"1981"	2.79
	"New York"	"36"	"1982"	"1982"	2.59
	"New York"	"36"	"1983"	"1983"	3.19
	"New York"	"36"	"1984"	"1984"	2.95
	"New York"	"36"	"1985"	"1985"	2.70
	"New York"	"36"	"1986"	"1986"	3.12
	"New York"	"36"	"1987"	"1987"	2.76
	"New York"	"36"	"1988"	"1988"	2.50
	"New York"	"36"	"1989"	"1989"	2.99
	"New York"	"36"	"1990"	"1990"	3.49
	"New York"	"36"	"1991"	"1991"	2.59
	"New York"	"36"	"1992"	"1992"	2.98
	"New York"	"36"	"1993"	"1993"	2.86
	"New York"	"36"	"1994"	"1994"	2.89
	"New York"	"36"	"1995"	"1995"	2.54
	"New York"	"36"	"1996"	"1996"	3.51
	"New York"	"36"	"1997"	"1997"	2.69
	"New York"	"36"	"1998"	"1998"	2.85
	"New York"	"36"	"1999"	"1999"	2.67
	"New York"	"36"	"2000"	"2000"	3.18
	"New York"	"36"	"2001"	"2001"	2.30
	"New York"	"36"	"2002"	"2002"	3.04
	"New York"	"36"	"2003"	"2003"	3.39
	"New York"	"36"	"2004"	"2004"	3.21
	"New York"	"36"	"2005"	"2005"	3.30
	"New York"	"36"	"2006"	"2006"	3.45
	"New York"	"36"	"2007"	"2007"	3.06
	"New York"	"36"	"2008"	"2008"	3.46
	"New York"	"36"	"2009"	"2009"	2.93
	"New York"	"36"	"2010"	"2010"	3.07
	"New York"	"36"	"2011"	"2011"	3.84
"Total"	"New York"	"36"			2.98
	"North Carolina"	"37"	"1979"	"1979"	4.05
	"North Carolina"	"37"	"1980"	"1980"	3.08
	"North Carolina"	"37"	"1981"	"1981"	2.88
	"North Carolina"	"37"	"1982"	"1982"	3.58
	"North Carolina"	"37"	"1983"	"1983"	3.68
	"North Carolina"	"37"	"1984"	"1984"	3.50
	"North Carolina"	"37"	"1985"	"1985"	3.22
	"North Carolina"	"37"	"1986"	"1986"	2.66
	"North Carolina"	"37"	"1987"	"1987"	3.32
	"North Carolina"	"37"	"1988"	"1988"	2.80
	"North Carolina"	"37"	"1989"	"1989"	4.23
	"North Carolina"	"37"	"1990"	"1990"	3.36
	"North Carolina"	"37"	"1991"	"1991"	3.32
	"North Carolina"	"37"	"1992"	"1992"	3.59
